Restaurants Name,price,category,address,website,rating,total ratings,day,1 AM,1 AM status,2 AM,2 AM status,3 AM,3 AM status,4 AM,4 AM status,5 AM,5 AM status,6 AM,6 AM status,7 AM,7 AM status,8 AM,8 AM status,9 AM,9 AM status,10 AM,10 AM status,11 AM,11 AM status,12 PM,12 PM status,1 PM,1 PM status,2 PM,2 PM status,3 PM,3 PM status,4 PM,4 PM status,5 PM,5 PM status,6 PM,6 PM status,7 PM,7 PM status,8 PM,8 PM stauts,9 PM,9 PM status,10 PM,10 PM status,11 PM,11 PM status,12 AM,12 AM status
Golden Fortune Express,N/A,Chinese restaurant,"2550 Foothill Blvd, La Crescenta, CA 91214","https://www.google.com/search?q=restaurants+near+me&npsic=0&rflfq=1&rlha=0&rllag=34217638,-118238355,1702&tbm=lcl&ved=2ahUKEwjs8PKTipPiAhUEKa0KHRsuAK4QjGp6BAgLEFE&tbs=lrf:!2m1!1e2!2m1!1e5!2m1!1e3!3sIAEqAlVT,lf:1,lf_ui:9&rldoc=1#",4.5,44,Friday,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17,Usually not too busy,50,Usually a little busy,68,Usually as busy as it gets,44,Usually a little busy,15,Usually not too busy,9,Usually not busy,14,Usually not busy,20,Usually not too busy,19,Usually not too busy,14,Usually not busy,8,Usually not busy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Golden Fortune Express,N/A,Chinese restaurant,"2550 Foothill Blvd, La Crescenta, CA 91214","https://www.google.com/search?q=restaurants+near+me&npsic=0&rflfq=1&rlha=0&rllag=34217638,-118238355,1702&tbm=lcl&ved=2ahUKEwjs8PKTipPiAhUEKa0KHRsuAK4QjGp6BAgLEFE&tbs=lrf:!2m1!1e2!2m1!1e5!2m1!1e3!3sIAEqAlVT,lf:1,lf_ui:9&rldoc=1#",4.5,44,Saturday,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12,Usually not busy,32,Usually not too busy,45,Usually a little busy,35,Usually not too busy,16,Usually not too busy,10,Usually not busy,13,Usually not busy,17,Usually not too busy,15,Usually not too busy,9,Usually not busy,3,Usually not busy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Golden Fortune Express,N/A,Chinese restaurant,"2550 Foothill Blvd, La Crescenta, CA 91214","https://www.google.com/search?q=restaurants+near+me&npsic=0&rflfq=1&rlha=0&rllag=34217638,-118238355,1702&tbm=lcl&ved=2ahUKEwjs8PKTipPiAhUEKa0KHRsuAK4QjGp6BAgLEFE&tbs=lrf:!2m1!1e2!2m1!1e5!2m1!1e3!3sIAEqAlVT,lf:1,lf_ui:9&rldoc=1#",4.5,44,Sunday,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Gilligan's Irish Pub,$,Bar,"2959 Honolulu Ave, Glendale, CA 91214","https://www.google.com/search?q=restaurants+near+me&npsic=0&rflfq=1&rlha=0&rllag=34217638,-118238355,1702&tbm=lcl&ved=2ahUKEwjs8PKTipPiAhUEKa0KHRsuAK4QjGp6BAgLEFE&tbs=lrf:!2m1!1e2!2m1!1e5!2m1!1e3!3sIAEqAlVT,lf:1,lf_ui:9&rldoc=1#",4.4,86,Monday,12,Usually not busy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,Usually not busy,9,Usually not busy,15,Usually not too busy,20,Usually not too busy,26,Usually not too busy,35,Usually not too busy,44,Usually a little busy,48,Usually a little busy,43,Usually a little busy,37,Usually not too busy,44,Usually a little busy,50,Usually a little busy,35,Usually not too busy
Gilligan's Irish Pub,$,Bar,"2959 Honolulu Ave, Glendale, CA 91214","https://www.google.com/search?q=restaurants+near+me&npsic=0&rflfq=1&rlha=0&rllag=34217638,-118238355,1702&tbm=lcl&ved=2ahUKEwjs8PKTipPiAhUEKa0KHRsuAK4QjGp6BAgLEFE&tbs=lrf:!2m1!1e2!2m1!1e5!2m1!1e3!3sIAEqAlVT,lf:1,lf_ui:9&rldoc=1#",4.4,86,Tuesday,9,Usually not busy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9,Usually not busy,15,Usually not too busy,22,Usually not too busy,27,Usually not too busy,29,Usually not too busy,29,Usually not too busy,27,Usually not too busy,25,Usually not too busy,26,Usually not too busy,29,Usually not too busy,30,Usually not too busy,26,Usually not too busy,17,Usually not too busy
Gilligan's Irish Pub,$,Bar,"2959 Honolulu Ave, Glendale, CA 91214","https://www.google.com/search?q=restaurants+near+me&npsic=0&rflfq=1&rlha=0&rllag=34217638,-118238355,1702&tbm=lcl&ved=2ahUKEwjs8PKTipPiAhUEKa0KHRsuAK4QjGp6BAgLEFE&tbs=lrf:!2m1!1e2!2m1!1e5!2m1!1e3!3sIAEqAlVT,lf:1,lf_ui:9&rldoc=1#",4.4,86,Wednesday,27,Usually not too busy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9,Usually not busy,17,Usually not too busy,24,Usually not too busy,26,Usually not too busy,25,Usually not too busy,32,Usually not too busy,53,Usually a little busy,74,Usually as busy as it gets,75,Usually as busy as it gets,67,Usually as busy as it gets,68,Usually as busy as it gets,69,Usually as busy as it gets,53,Usually a little busy
Gilligan's Irish Pub,$,Bar,"2959 Honolulu Ave, Glendale, CA 91214","https://www.google.com/search?q=restaurants+near+me&npsic=0&rflfq=1&rlha=0&rllag=34217638,-118238355,1702&tbm=lcl&ved=2ahUKEwjs8PKTipPiAhUEKa0KHRsuAK4QjGp6BAgLEFE&tbs=lrf:!2m1!1e2!2m1!1e5!2m1!1e3!3sIAEqAlVT,lf:1,lf_ui:9&rldoc=1#",4.4,86,Thursday,15,Usually not too busy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,Usually not busy,9,Usually not busy,14,Usually not busy,20,Usually not too busy,26,Usually not too busy,35,Usually not too busy,44,Usually a little busy,50,Usually a little busy,50,Usually a little busy,50,Usually a little busy,54,Usually a little busy,50,Usually a little busy,34,Usually not too busy
Gilligan's Irish Pub,$,Bar,"2959 Honolulu Ave, Glendale, CA 91214","https://www.google.com/search?q=restaurants+near+me&npsic=0&rflfq=1&rlha=0&rllag=34217638,-118238355,1702&tbm=lcl&ved=2ahUKEwjs8PKTipPiAhUEKa0KHRsuAK4QjGp6BAgLEFE&tbs=lrf:!2m1!1e2!2m1!1e5!2m1!1e3!3sIAEqAlVT,lf:1,lf_ui:9&rldoc=1#",4.4,86,Friday,39,Usually a little busy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,Usually not busy,10,Usually not busy,18,Usually not too busy,27,Usually not too busy,35,Usually not too busy,39,Usually a little busy,40,Usually a little busy,45,Usually a little busy,55,Usually a little busy,62,Usually as busy as it gets,61,Usually as busy as it gets,57,Usually a little busy,52,Usually a little busy
Gilligan's Irish Pub,$,Bar,"2959 Honolulu Ave, Glendale, CA 91214","https://www.google.com/search?q=restaurants+near+me&npsic=0&rflfq=1&rlha=0&rllag=34217638,-118238355,1702&tbm=lcl&ved=2ahUKEwjs8PKTipPiAhUEKa0KHRsuAK4QjGp6BAgLEFE&tbs=lrf:!2m1!1e2!2m1!1e5!2m1!1e3!3sIAEqAlVT,lf:1,lf_ui:9&rldoc=1#",4.4,86,Saturday,45,Usually a little busy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,Usually not busy,9,Usually not busy,16,Usually not too busy,25,Usually not too busy,31,Usually not too busy,33,Usually not too busy,35,Usually not too busy,42,Usually a little busy,53,Usually a little busy,61,Usually as busy as it gets,59,Usually a little busy,62,Usually as busy as it gets,65,Usually as busy as it gets
Gilligan's Irish Pub,$,Bar,"2959 Honolulu Ave, Glendale, CA 91214","https://www.google.com/search?q=restaurants+near+me&npsic=0&rflfq=1&rlha=0&rllag=34217638,-118238355,1702&tbm=lcl&ved=2ahUKEwjs8PKTipPiAhUEKa0KHRsuAK4QjGp6BAgLEFE&tbs=lrf:!2m1!1e2!2m1!1e5!2m1!1e3!3sIAEqAlVT,lf:1,lf_ui:9&rldoc=1#",4.4,86,Sunday,18,Usually not too busy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,Usually not busy,19,Usually not too busy,35,Usually not too busy,47,Usually a little busy,50,Usually a little busy,45,Usually a little busy,41,Usually a little busy,45,Usually a little busy,50,Usually a little busy,53,Usually a little busy,50,Usually a little busy,41,Usually a little busy,29,Usually not too busy
T-House Thai Cuisine,N/A,Thai restaurant,"3654 Foothill Blvd, Glendale, CA 91214",http://www.thousethaihalal.com/,4.5,44,Monday,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T-House Thai Cuisine,N/A,Thai restaurant,"3654 Foothill Blvd, Glendale, CA 91214",http://www.thousethaihalal.com/,4.5,44,Tuesday,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T-House Thai Cuisine,N/A,Thai restaurant,"3654 Foothill Blvd, Glendale, CA 91214",http://www.thousethaihalal.com/,4.5,44,Wednesday,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T-House Thai Cuisine,N/A,Thai restaurant,"3654 Foothill Blvd, Glendale, CA 91214",http://www.thousethaihalal.com/,4.5,44,Thursday,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T-House Thai Cuisine,N/A,Thai restaurant,"3654 Foothill Blvd, Glendale, CA 91214",http://www.thousethaihalal.com/,4.5,44,Friday,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T-House Thai Cuisine,N/A,Thai restaurant,"3654 Foothill Blvd, Glendale, CA 91214",http://www.thousethaihalal.com/,4.5,44,Saturday,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T-House Thai Cuisine,N/A,Thai restaurant,"3654 Foothill Blvd, Glendale, CA 91214",http://www.thousethaihalal.com/,4.5,44,Sunday,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jack in the Box,$,Fast food restaurant,"2225 Foothill Blvd, La Cañada Flintridge, CA 91011",https://locations.jackinthebox.com/us/ca/la-canada/2225-foothill-blvd,4.1,237,Monday,1,Usually not busy,1,Usually not busy,1,Usually not busy,1,Usually not busy,1,Usually not busy,1,Usually not busy,8,Usually not busy,11,Usually not busy,12,Usually not busy,28,Usually not too busy,55,Usually a little busy,64,Usually as busy as it gets,44,Usually a little busy,20,Usually not too busy,11,Usually not busy,11,Usually not busy,14,Usually not busy,15,Usually not too busy,16,Usually not too busy,15,Usually not too busy,12,Usually not busy,9,Usually not busy,5,Usually not busy,2,Usually not busy
Jack in the Box,$,Fast food restaurant,"2225 Foothill Blvd, La Cañada Flintridge, CA 91011",https://locations.jackinthebox.com/us/ca/la-canada/2225-foothill-blvd,4.1,237,Tuesday,1,Usually not busy,1,Usually not busy,1,Usually not busy,1,Usually not busy,1,Usually not busy,2,Usually not busy,9,Usually not busy,19,Usually not too busy,29,Usually not too busy,38,Usually a little busy,45,Usually a little busy,47,Usually a little busy,44,Usually a little busy,38,Usually a little busy,32,Usually not too busy,26,Usually not too busy,22,Usually not too busy,20,Usually not too busy,18,Usually not too busy,16,Usually not too busy,14,Usually not busy,10,Usually not busy,6,Usually not busy,2,Usually not busy
Jack in the Box,$,Fast food restaurant,"2225 Foothill Blvd, La Cañada Flintridge, CA 91011",https://locations.jackinthebox.com/us/ca/la-canada/2225-foothill-blvd,4.1,237,Wednesday,1,Usually not busy,1,Usually not busy,1,Usually not busy,1,Usually not busy,1,Usually not busy,8,Usually not busy,15,Usually not too busy,17,Usually not too busy,19,Usually not too busy,25,Usually not too busy,35,Usually not too busy,39,Usually a little busy,36,Usually not too busy,29,Usually not too busy,22,Usually not too busy,20,Usually not too busy,20,Usually not too busy,20,Usually not too busy,20,Usually not too busy,18,Usually not too busy,15,Usually not too busy,11,Usually not busy,7,Usually not busy,2,Usually not busy
Jack in the Box,$,Fast food restaurant,"2225 Foothill Blvd, La Cañada Flintridge, CA 91011",https://locations.jackinthebox.com/us/ca/la-canada/2225-foothill-blvd,4.1,237,Thursday,2,Usually not busy,1,Usually not busy,1,Usually not busy,1,Usually not busy,1,Usually not busy,6,Usually not busy,20,Usually not too busy,25,Usually not too busy,20,Usually not too busy,22,Usually not too busy,39,Usually a little busy,49,Usually a little busy,38,Usually a little busy,23,Usually not too busy,17,Usually not too busy,17,Usually not too busy,19,Usually not too busy,20,Usually not too busy,20,Usually not too busy,20,Usually not too busy,17,Usually not too busy,14,Usually not busy,10,Usually not busy,6,Usually not busy
Jack in the Box,$,Fast food restaurant,"2225 Foothill Blvd, La Cañada Flintridge, CA 91011",https://locations.jackinthebox.com/us/ca/la-canada/2225-foothill-blvd,4.1,237,Friday,236,Usually not busy,3,Usually not busy,N/A,N/A,0,Usually not busy,0,Usually not busy,0,Usually not busy,15,Usually not too busy,28,Usually not too busy,16,Usually not too busy,24,Usually not too busy,56,Usually a little busy,75,Usually as busy as it gets,58,Usually a little busy,33,Usually not too busy,20,Usually not too busy,20,Usually not too busy,23,Usually not too busy,26,Usually not too busy,27,Usually not too busy,26,Usually not too busy,24,Usually not too busy,20,Usually not too busy,16,Usually not too busy,12,Usually not busy
Jack in the Box,$,Fast food restaurant,"2225 Foothill Blvd, La Cañada Flintridge, CA 91011",https://locations.jackinthebox.com/us/ca/la-canada/2225-foothill-blvd,4.1,237,Saturday,17,Usually not too busy,8,Usually not busy,1,Usually not busy,1,Usually not busy,1,Usually not busy,4,Usually not busy,11,Usually not busy,20,Usually not too busy,31,Usually not too busy,41,Usually a little busy,47,Usually a little busy,48,Usually a little busy,44,Usually a little busy,36,Usually not too busy,26,Usually not too busy,17,Usually not too busy,9,Usually not busy,5,Usually not busy,4,Usually not busy,7,Usually not busy,14,Usually not busy,23,Usually not too busy,27,Usually not too busy,25,Usually not too busy
Jack in the Box,$,Fast food restaurant,"2225 Foothill Blvd, La Cañada Flintridge, CA 91011",https://locations.jackinthebox.com/us/ca/la-canada/2225-foothill-blvd,4.1,237,Sunday,1,Usually not busy,1,Usually not busy,1,Usually not busy,1,Usually not busy,1,Usually not busy,1,Usually not busy,2,Usually not busy,8,Usually not busy,15,Usually not too busy,20,Usually not too busy,23,Usually not too busy,22,Usually not too busy,19,Usually not too busy,14,Usually not busy,9,Usually not busy,7,Usually not busy,8,Usually not busy,12,Usually not busy,17,Usually not too busy,20,Usually not too busy,20,Usually not too busy,17,Usually not too busy,11,Usually not busy,5,Usually not busy
Dream Dinners,$$,Takeout Restaurant,"4121 Pennsylvania Ave f, La Crescenta, CA 91214",http://dreamdinners.com/main.php?page=store&id=224,4.8,5,Monday,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dream Dinners,$$,Takeout Restaurant,"4121 Pennsylvania Ave f, La Crescenta, CA 91214",http://dreamdinners.com/main.php?page=store&id=224,4.8,5,Tuesday,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dream Dinners,$$,Takeout Restaurant,"4121 Pennsylvania Ave f, La Crescenta, CA 91214",http://dreamdinners.com/main.php?page=store&id=224,4.8,5,Wednesday,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dream Dinners,$$,Takeout Restaurant,"4121 Pennsylvania Ave f, La Crescenta, CA 91214",http://dreamdinners.com/main.php?page=store&id=224,4.8,5,Thursday,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dream Dinners,$$,Takeout Restaurant,"4121 Pennsylvania Ave f, La Crescenta, CA 91214",http://dreamdinners.com/main.php?page=store&id=224,4.8,5,Friday,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dream Dinners,$$,Takeout Restaurant,"4121 Pennsylvania Ave f, La Crescenta, CA 91214",http://dreamdinners.com/main.php?page=store&id=224,4.8,5,Saturday,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dream Dinners,$$,Takeout Restaurant,"4121 Pennsylvania Ave f, La Crescenta, CA 91214",http://dreamdinners.com/main.php?page=store&id=224,4.8,5,Sunday,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
IHOP,$,Restaurant,"6520 Foothill Blvd, Tujunga, CA 91042",https://www.ihop.com/en/restaurants-tujunga-ca/6520-foothill-blvd-795/?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places,4.0,380,Monday,3,Usually not busy,1,Usually not busy,1,Usually not busy,1,Usually not busy,1,Usually not busy,1,Usually not busy,1,Usually not busy,3,Usually not busy,10,Usually not busy,16,Usually not too busy,17,Usually not too busy,13,Usually not busy,6,Usually not busy,1,Usually not busy,1,Usually not busy,1,Usually not busy,1,Usually not busy,2,Usually not busy,2,Usually not busy,2,Usually not busy,2,Usually not busy,2,Usually not busy,2,Usually not busy,3,Usually not busy
IHOP,$,Restaurant,"6520 Foothill Blvd, Tujunga, CA 91042",https://www.ihop.com/en/restaurants-tujunga-ca/6520-foothill-blvd-795/?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places,4.0,380,Tuesday,1,Usually not busy,1,Usually not busy,1,Usually not busy,1,Usually not busy,1,Usually not busy,1,Usually not busy,1,Usually not busy,1,Usually not busy,4,Usually not busy,9,Usually not busy,11,Usually not busy,8,Usually not busy,4,Usually not busy,N/A,N/A,1,Usually not busy,1,Usually not busy,1,Usually not busy,2,Usually not busy,4,Usually not busy,5,Usually not busy,5,Usually not busy,5,Usually not busy,4,Usually not busy,2,Usually not busy
IHOP,$,Restaurant,"6520 Foothill Blvd, Tujunga, CA 91042",https://www.ihop.com/en/restaurants-tujunga-ca/6520-foothill-blvd-795/?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places,4.0,380,Wednesday,3,Usually not busy,2,Usually not busy,N/A,N/A,1,Usually not busy,1,Usually not busy,1,Usually not busy,N/A,N/A,3,Usually not busy,7,Usually not busy,9,Usually not busy,10,Usually not busy,8,Usually not busy,5,Usually not busy,2,Usually not busy,1,Usually not busy,1,Usually not busy,1,Usually not busy,5,Usually not busy,9,Usually not busy,4,Usually not busy,1,Usually not busy,2,Usually not busy,4,Usually not busy,4,Usually not busy
IHOP,$,Restaurant,"6520 Foothill Blvd, Tujunga, CA 91042",https://www.ihop.com/en/restaurants-tujunga-ca/6520-foothill-blvd-795/?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places,4.0,380,Thursday,1,Usually not busy,1,Usually not busy,1,Usually not busy,1,Usually not busy,1,Usually not busy,1,Usually not busy,1,Usually not busy,5,Usually not busy,11,Usually not busy,16,Usually not too busy,14,Usually not busy,9,Usually not busy,3,Usually not busy,1,Usually not busy,1,Usually not busy,N/A,N/A,2,Usually not busy,3,Usually not busy,5,Usually not busy,5,Usually not busy,5,Usually not busy,5,Usually not busy,4,Usually not busy,2,Usually not busy
IHOP,$,Restaurant,"6520 Foothill Blvd, Tujunga, CA 91042",https://www.ihop.com/en/restaurants-tujunga-ca/6520-foothill-blvd-795/?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places,4.0,380,Friday,7,Usually not busy,4,Usually not busy,2,Usually not busy,0,Usually not busy,0,Usually not busy,0,Usually not busy,0,Usually not busy,5,Usually not busy,10,Usually not busy,13,Usually not busy,13,Usually not busy,9,Usually not busy,4,Usually not busy,N/A,N/A,0,Usually not busy,0,Usually not busy,0,Usually not busy,2,Usually not busy,5,Usually not busy,8,Usually not busy,10,Usually not busy,12,Usually not busy,11,Usually not busy,10,Usually not busy
IHOP,$,Restaurant,"6520 Foothill Blvd, Tujunga, CA 91042",https://www.ihop.com/en/restaurants-tujunga-ca/6520-foothill-blvd-795/?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places,4.0,380,Saturday,6,Usually not busy,4,Usually not busy,1,Usually not busy,1,Usually not busy,1,Usually not busy,2,Usually not busy,11,Usually not busy,24,Usually not too busy,41,Usually a little busy,53,Usually a little busy,53,Usually a little busy,43,Usually a little busy,26,Usually not too busy,12,Usually not busy,3,Usually not busy,1,Usually not busy,1,Usually not busy,2,Usually not busy,4,Usually not busy,7,Usually not busy,9,Usually not busy,10,Usually not busy,10,Usually not busy,8,Usually not busy
IHOP,$,Restaurant,"6520 Foothill Blvd, Tujunga, CA 91042",https://www.ihop.com/en/restaurants-tujunga-ca/6520-foothill-blvd-795/?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places,4.0,380,Sunday,1,Usually not busy,N/A,N/A,1,Usually not busy,1,Usually not busy,1,Usually not busy,N/A,N/A,7,Usually not busy,23,Usually not too busy,48,Usually a little busy,71,Usually as busy as it gets,75,Usually as busy as it gets,58,Usually not too busy,32,Usually not too busy,14,Usually not busy,5,Usually not busy,2,Usually not busy,2,Usually not busy,3,Usually not busy,4,Usually not busy,4,Usually not busy,4,Usually not busy,4,Usually not busy,3,Usually not busy,2,Usually not busy
Tickle Tree Café,$$,Cafe,"2853 Foothill Blvd, La Crescenta, CA 91214",http://www.tickletree.cafe/,4.5,331,Monday,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,Usually not busy,17,Usually not too busy,31,Usually not too busy,46,Usually a little busy,54,Usually a little busy,52,Usually a little busy,41,Usually a little busy,29,Usually not too busy,23,Usually not too busy,23,Usually not too busy,25,Usually not too busy,23,Usually not too busy,17,Usually not too busy,9,Usually not busy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tickle Tree Café,$$,Cafe,"2853 Foothill Blvd, La Crescenta, CA 91214",http://www.tickletree.cafe/,4.5,331,Tuesday,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,Usually not busy,26,Usually not too busy,44,Usually a little busy,39,Usually a little busy,39,Usually a little busy,53,Usually a little busy,52,Usually a little busy,33,Usually not too busy,17,Usually not too busy,13,Usually not busy,17,Usually not too busy,22,Usually not too busy,20,Usually not too busy,14,Usually not busy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
